dataset,problem_id,seed,phase,iteration,rank,old_fit,new_fit,fit_match,old_solution_digest,new_solution_digest,solution_match
PB,pb1,101,initial_unsorted,-1,0,1712,1712,True,0b7e31b660709f72,0b7e31b660709f72,True
PB,pb1,101,initial_unsorted,-1,1,2596,2596,True,e6625e98ff50a68e,e6625e98ff50a68e,True
PB,pb1,101,initial_unsorted,-1,2,1595,1595,True,178ba4ced4d7f5c9,178ba4ced4d7f5c9,True
PB,pb1,101,initial_unsorted,-1,3,2210,2210,True,6d2c4e46254e6653,6d2c4e46254e6653,True
PB,pb1,101,initial_unsorted,-1,4,1432,1432,True,7b8bd2fb4fc84403,7b8bd2fb4fc84403,True
PB,pb1,101,initial_unsorted,-1,5,1851,1851,True,7976e52e49b84aa5,7976e52e49b84aa5,True
PB,pb1,101,initial_unsorted,-1,6,1972,1972,True,e86ac88ba06fc927,e86ac88ba06fc927,True
PB,pb1,101,initial_unsorted,-1,7,1225,1225,True,df165ed186170f6e,df165ed186170f6e,True
PB,pb1,101,initial_unsorted,-1,8,2520,2520,True,fc1fb12eb2b7b79a,fc1fb12eb2b7b79a,True
PB,pb1,101,initial_unsorted,-1,9,2096,2096,True,25457ffd1cd2f904,25457ffd1cd2f904,True
PB,pb1,101,initial_unsorted,-1,10,1643,1643,True,2743184ce80b8394,2743184ce80b8394,True
PB,pb1,101,initial_unsorted,-1,11,1755,1755,True,3c9268effed5763a,3c9268effed5763a,True
PB,pb1,101,initial_unsorted,-1,12,2352,2352,True,2d5ce88f354df053,2d5ce88f354df053,True
PB,pb1,101,initial_unsorted,-1,13,1412,1412,True,8247c6dfc3b39152,8247c6dfc3b39152,True
PB,pb1,101,initial_unsorted,-1,14,1506,1506,True,f59a2e3e79794fdb,f59a2e3e79794fdb,True
PB,pb1,101,initial_unsorted,-1,15,2133,2133,True,6825ea0c3da2f466,6825ea0c3da2f466,True
PB,pb1,101,initial_unsorted,-1,16,2688,2688,True,8456ac654296b9df,8456ac654296b9df,True
PB,pb1,101,initial_unsorted,-1,17,2326,2326,True,22f76fa2347e0486,22f76fa2347e0486,True
PB,pb1,101,initial_unsorted,-1,18,1702,1702,True,36a95d0c494c8379,36a95d0c494c8379,True
PB,pb1,101,initial_unsorted,-1,19,948,948,True,c3d13ed83e997629,c3d13ed83e997629,True
PB,pb1,101,initial_sorted,-1,0,2688,2688,True,8456ac654296b9df,8456ac654296b9df,True
PB,pb1,101,initial_sorted,-1,1,2596,2596,True,e6625e98ff50a68e,e6625e98ff50a68e,True
PB,pb1,101,initial_sorted,-1,2,2520,2520,True,fc1fb12eb2b7b79a,fc1fb12eb2b7b79a,True
PB,pb1,101,initial_sorted,-1,3,2352,2352,True,2d5ce88f354df053,2d5ce88f354df053,True
PB,pb1,101,initial_sorted,-1,4,2326,2326,True,22f76fa2347e0486,22f76fa2347e0486,True
PB,pb1,101,initial_sorted,-1,5,2210,2210,True,6d2c4e46254e6653,6d2c4e46254e6653,True
PB,pb1,101,initial_sorted,-1,6,2133,2133,True,6825ea0c3da2f466,6825ea0c3da2f466,True
PB,pb1,101,initial_sorted,-1,7,2096,2096,True,25457ffd1cd2f904,25457ffd1cd2f904,True
PB,pb1,101,initial_sorted,-1,8,1972,1972,True,e86ac88ba06fc927,e86ac88ba06fc927,True
PB,pb1,101,initial_sorted,-1,9,1851,1851,True,7976e52e49b84aa5,7976e52e49b84aa5,True
PB,pb1,101,initial_sorted,-1,10,1755,1755,True,3c9268effed5763a,3c9268effed5763a,True
PB,pb1,101,initial_sorted,-1,11,1712,1712,True,0b7e31b660709f72,0b7e31b660709f72,True
PB,pb1,101,initial_sorted,-1,12,1702,1702,True,36a95d0c494c8379,36a95d0c494c8379,True
PB,pb1,101,initial_sorted,-1,13,1643,1643,True,2743184ce80b8394,2743184ce80b8394,True
