dataset,problem_id,seed,phase,iteration,rank,old_fit,new_fit,fit_match,old_solution_digest,new_solution_digest,solution_match
HP,hp2,101,initial_unsorted,-1,0,1673,1673,True,547eb5fbd938d5f9,547eb5fbd938d5f9,True
HP,hp2,101,initial_unsorted,-1,1,1872,1872,True,ca37141e0c2d6e7e,ca37141e0c2d6e7e,True
HP,hp2,101,initial_unsorted,-1,2,1858,1858,True,cd4f989e21f311d2,cd4f989e21f311d2,True
HP,hp2,101,initial_unsorted,-1,3,1775,1775,True,93b4b80d0cf17ce7,93b4b80d0cf17ce7,True
HP,hp2,101,initial_unsorted,-1,4,2622,2622,True,f20ac596bee578b0,f20ac596bee578b0,True
HP,hp2,101,initial_unsorted,-1,5,1780,1780,True,0f7054c03c7a4338,0f7054c03c7a4338,True
HP,hp2,101,initial_unsorted,-1,6,2674,2674,True,0568aee498db2157,0568aee498db2157,True
HP,hp2,101,initial_unsorted,-1,7,2453,2453,True,6aef8b1f6bcff10c,6aef8b1f6bcff10c,True
HP,hp2,101,initial_unsorted,-1,8,2244,2244,True,b0f1ec43ac97f59d,b0f1ec43ac97f59d,True
HP,hp2,101,initial_unsorted,-1,9,1730,1730,True,188943b947739955,188943b947739955,True
HP,hp2,101,initial_unsorted,-1,10,1488,1488,True,3f8d83d4f3d2da56,3f8d83d4f3d2da56,True
HP,hp2,101,initial_unsorted,-1,11,2107,2107,True,8aeb3662fc198b7e,8aeb3662fc198b7e,True
HP,hp2,101,initial_unsorted,-1,12,2378,2378,True,cb763ca7d2b2d0bb,cb763ca7d2b2d0bb,True
HP,hp2,101,initial_unsorted,-1,13,2242,2242,True,eb41e42aacada5fa,eb41e42aacada5fa,True
HP,hp2,101,initial_unsorted,-1,14,2716,2716,True,1ce186908cb34ab7,1ce186908cb34ab7,True
HP,hp2,101,initial_unsorted,-1,15,2240,2240,True,d9b16b3fce4b562f,d9b16b3fce4b562f,True
HP,hp2,101,initial_unsorted,-1,16,1653,1653,True,2d48e1de6b33102a,2d48e1de6b33102a,True
HP,hp2,101,initial_unsorted,-1,17,2497,2497,True,41128989d88b8c04,41128989d88b8c04,True
HP,hp2,101,initial_unsorted,-1,18,2189,2189,True,3f1aa099f8479dd0,3f1aa099f8479dd0,True
HP,hp2,101,initial_unsorted,-1,19,1514,1514,True,0eab4c2931cef54b,0eab4c2931cef54b,True
HP,hp2,101,initial_sorted,-1,0,2716,2716,True,1ce186908cb34ab7,1ce186908cb34ab7,True
HP,hp2,101,initial_sorted,-1,1,2674,2674,True,0568aee498db2157,0568aee498db2157,True
HP,hp2,101,initial_sorted,-1,2,2622,2622,True,f20ac596bee578b0,f20ac596bee578b0,True
HP,hp2,101,initial_sorted,-1,3,2497,2497,True,41128989d88b8c04,41128989d88b8c04,True
HP,hp2,101,initial_sorted,-1,4,2453,2453,True,6aef8b1f6bcff10c,6aef8b1f6bcff10c,True
HP,hp2,101,initial_sorted,-1,5,2378,2378,True,cb763ca7d2b2d0bb,cb763ca7d2b2d0bb,True
HP,hp2,101,initial_sorted,-1,6,2244,2244,True,b0f1ec43ac97f59d,b0f1ec43ac97f59d,True
HP,hp2,101,initial_sorted,-1,7,2242,2242,True,eb41e42aacada5fa,eb41e42aacada5fa,True
HP,hp2,101,initial_sorted,-1,8,2240,2240,True,d9b16b3fce4b562f,d9b16b3fce4b562f,True
HP,hp2,101,initial_sorted,-1,9,2189,2189,True,3f1aa099f8479dd0,3f1aa099f8479dd0,True
HP,hp2,101,initial_sorted,-1,10,2107,2107,True,8aeb3662fc198b7e,8aeb3662fc198b7e,True
HP,hp2,101,initial_sorted,-1,11,1872,1872,True,ca37141e0c2d6e7e,ca37141e0c2d6e7e,True
HP,hp2,101,initial_sorted,-1,12,1858,1858,True,cd4f989e21f311d2,cd4f989e21f311d2,True
HP,hp2,101,initial_sorted,-1,13,1780,1780,True,0f7054c03c7a4338,0f7054c03c7a4338,True
HP,hp2,101,initial_sorted,-1,14,1775,1775,True,93b4b80d0cf17ce7,93b4b80d0cf17ce7,True
HP,hp2,101,initial_sorted,-1,15,1730,1730,True,188943b947739955,188943b947739955,True
HP,hp2,101,initial_sorted,-1,16,1673,1673,True,547eb5fbd938d5f9,547eb5fbd938d5f9,True
HP,hp2,101,initial_sorted,-1,17,1653,1653,True,2d48e1de6b33102a,2d48e1de6b33102a,True
HP,hp2,101,initial_sorted,-1,18,1514,1514,True,0eab4c2931cef54b,0eab4c2931cef54b,True
HP,hp2,101,initial_sorted,-1,19,1488,1488,True,3f8d83d4f3d2da56,3f8d83d4f3d2da56,True
HP,hp2,101,iteration_end,0,0,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,0,1,2952,2952,True,c58d7d21c5130092,c58d7d21c5130092,True
HP,hp2,101,iteration_end,0,2,2910,2910,True,503dda439531a034,503dda439531a034,True
HP,hp2,101,iteration_end,0,3,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,4,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,5,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,6,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,7,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,8,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,9,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,10,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,11,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,12,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,13,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,14,2842,2842,True,152979935cfee1ad,152979935cfee1ad,True
HP,hp2,101,iteration_end,0,15,2679,2679,True,8bd2363fa3717711,8bd2363fa3717711,True
HP,hp2,101,iteration_end,0,16,2583,2583,True,8e5c5e9757709254,8e5c5e9757709254,True
HP,hp2,101,iteration_end,0,17,2552,2552,True,6366c4d5c1d91500,6366c4d5c1d91500,True
HP,hp2,101,iteration_end,0,18,2526,2526,True,b4c3e9b59c7eb91a,b4c3e9b59c7eb91a,True
HP,hp2,101,iteration_end,0,19,2512,2512,True,053676eefc47ce48,053676eefc47ce48,True
HP,hp2,101,iteration_end,1,0,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,1,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,2,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,3,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,4,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,5,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,6,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
HP,hp2,101,iteration_end,1,7,3057,3057,True,712d69ae3f62abf1,712d69ae3f62abf1,True
